precursor,co2_uptake_lp,ch4_uptake_hp,logKH_CO2,logKH_CH4,pore_diameter,density,metal_frag,linker_smiles,label_co2_capture,label_ch4_storage
O=C1NCc2ccc(cc2)CNC(=O)C2C(c3cccnc3)C(C2c2cccnc2)C(=O)NCc2ccc(CNC(=O)C3C(C1C3c1cccnc1)c1cccnc1)cc2.[Cd],3.896086061,3.6169378167,-1.1556756929903784,-5.348725863648469,3.91574,1.26237,[Cd],O=C1NCc2ccc(cc2)CNC(=O)C2C(c3cccnc3)C(C2c2cccnc2)C(=O)NCc2ccc(CNC(=O)C3C(C1C3c1cccnc1)c1cccnc1)cc2,1,0
[Mn].[O-]C(=O)CC(=O)[O-].n1ccc(cc1)C=Cc1ccncc1,2.249923228,3.3383406879,-3.5836574443168265,-4.499055834219926,4.65972,1.24715,[Mn],[O-]C(=O)CC(=O)[O-].n1ccc(cc1)C=Cc1ccncc1,0,0
CO.[C]#N.[Cs].[Eu].[Mo],2.898687847,2.531209418,-3.4631714698623264,-6.041208756968932,4.6913,1.64579,[Cs].[Eu].[Mo],CO.[C]#N,1,0
[C]#N.[Mo].[Tb],2.23871396,2.4895478788,-3.6955331694965374,-6.042959532916794,4.6624,1.68077,[Mo].[Tb],[C]#N,0,0
[Cu].[O-]C(=O)CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].n1ccc(cc1)c1ccncc1,1.064136079,7.318826298099999,-4.065231461190288,-4.789274937543887,6.74707,1.02439,[Cu],[O-]C(=O)CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].n1ccc(cc1)c1ccncc1,0,0
O1[Mo]23O[Mo]456O[Mo]781[O]1[Mo]9%108[O]7[Zn]7[O]4[Mo]486[O]5[Zn]5[O]3[Mo]36[O]2[Zn]1[O]1[Mo]2%11(O%10)[Mo]%101(O3)[O]%11[Zn]1[O]3[Mo](O9)([O]7[Mo]3(O4)O[Mo]34([O]5[Mo]3(O6)(O%10)[O]14)O8)O2.[O-]C(=O)c1ccc(cc1)[C]1N[N]C(=N1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1[nH]nc(n1)c1ccc(cc1)C(=O)[O-],0.583277842,5.825935907000001,-4.352854783148352,-5.4304388339491965,7.86092,1.30122,O1[Mo]23O[Mo]456O[Mo]781[O]1[Mo]9%108[O]7[Zn]7[O]4[Mo]486[O]5[Zn]5[O]3[Mo]36[O]2[Zn]1[O]1[Mo]2%11(O%10)[Mo]%101(O3)[O]%11[Zn]1[O]3[Mo](O9)([O]7[Mo]3(O4)O[Mo]34([O]5[Mo]3(O6)(O%10)[O]14)O8)O2,[O-]C(=O)c1ccc(cc1)[C]1N[N]C(=N1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1[nH]nc(n1)c1ccc(cc1)C(=O)[O-],0,0
[O-]C(=O)[C]1[CH][CH]C(=C[C]1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])C1=C[C][C]([CH][CH]1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C1=[C]C(=[C]C(=[C]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],0.399085269,20.5493389937,-4.535339093564916,-5.239129127958607,23.87987,0.417441,[Zn][O]([Zn])([Zn])[Zn],[O-]C(=O)[C]1[CH][CH]C(=C[C]1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])C1=C[C][C]([CH][CH]1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C1=[C]C(=[C]C(=[C]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],0,1
[Cu][Cu].[O-]C(=O)c1cc(cc(c1)c1ccnc2c1cccc2)C(=O)[O-],2.828063986,4.5395941599,-3.1900849153158224,-3.9244493890893417,4.92586,1.26119,[Cu][Cu],[O-]C(=O)c1cc(cc(c1)c1ccnc2c1cccc2)C(=O)[O-],1,0
[O-]C(=O)C1=C([N]C(=N1)c1ccccn1)C(=O)[O-].[Pb],0.471593222,2.7972047549,-4.481683511583529,-5.034610600106209,6.47552,1.7761300000000002,[Pb],[O-]C(=O)C1=C([N]C(=N1)c1ccccn1)C(=O)[O-],0,0
[Co]O[Co].[Co][O]1[Co]O[Co]1.[N][N][N].[O-]C(=O)c1cc(cc(c1)C1=NN=N[N]1)C(=O)[O-],2.289256092,2.2183488791,-2.521795808028696,-5.304106114555923,4.33708,1.74178,[Co]O[Co].[Co][O]1[Co]O[Co]1.[N][N][N],[O-]C(=O)c1cc(cc(c1)C1=NN=N[N]1)C(=O)[O-],0,0
[O-]C(=O)c1cccc(c1)P(=O)([O])[O].[Zn],3.499006948,5.9276519625,-3.3539356069666035,-4.280228011761188,11.10403,1.28591,[Zn],[O-]C(=O)c1cccc(c1)P(=O)([O])[O],1,0
[Ag][Ag].[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)[O-],0.287231469,4.7254883786,-4.722670474295528,-5.363804071730582,7.114269999999999,1.42622,[Ag][Ag],[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)[O-],0,0
[Ag]1[Ag][Ag]2[Ag]1[Ag][Ag]2.[Ag][Ag].[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)[O-],0.28536877,4.6634279994,-4.737029491545396,-5.360729715691868,7.09807,1.42891,[Ag]1[Ag][Ag]2[Ag]1[Ag][Ag]2.[Ag][Ag],[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)[O-],0,0
[Ag]1[Ag][Ag]2[Ag]1[Ag][Ag]2.[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)[O-],0.261588743,4.8027333398000005,-4.774514967978528,-5.396996443928988,7.192019999999999,1.4009200000000002,[Ag]1[Ag][Ag]2[Ag]1[Ag][Ag]2,[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)[O-],0,0
[O-]C(=O)C1=[C][C]=C([C]=[C]1)C(=O)[O-].[Zn],3.856501361,12.0171420651,-1.9589074765516248,-5.242147139396072,7.286169999999999,0.754992,[Zn],[O-]C(=O)C1=[C][C]=C([C]=[C]1)C(=O)[O-],1,1
[C]#N.[C]#[C].[Cu][Cu],0.028477485,2.5674192454,-5.708799926616764,-6.238524724768545,4.2673,1.61863,[Cu][Cu],[C]#N.[C]#[C],0,0
[Cd].c1ncn(c1)Cc1cc(cc(c1)Cn1cncc1)Cn1cncc1,6.184984189,7.1287683222,-1.9832340011109564,-4.805344153897626,6.7577300000000005,1.05377,[Cd],c1ncn(c1)Cc1cc(cc(c1)Cn1cncc1)Cn1cncc1,1,0
[Cu].[O-]C(=O)[C]1N=CC=NC1=O.[O]12[Dy]345[O]6[Dy]782[O]29%105[Dy]5%111[O]4[Dy]149[O]3[Dy]362[O]8[Dy]%10([O]51)([O]7%11)[O]43,0.831903278,2.5472797509,-4.071869004723984,-5.05538952589384,5.30731,2.3365,[Cu].[O]12[Dy]345[O]6[Dy]782[O]29%105[Dy]5%111[O]4[Dy]149[O]3[Dy]362[O]8[Dy]%10([O]51)([O]7%11)[O]43,[O-]C(=O)[C]1N=CC=NC1=O,0,0
[Cu].[O-]C(=O)[C]1N=CC=NC1=O.[O]12[Ho]345[O]6[Ho]782[O]29%105[Ho]5%111[O]4[Ho]149[O]3[Ho]362[O]8[Ho]%10([O]51)([O]7%11)[O]43,0.858299328,2.5298296202,-4.0479746645470485,-5.054574747998676,5.2808,2.36936,[Cu].[O]12[Ho]345[O]6[Ho]782[O]29%105[Ho]5%111[O]4[Ho]149[O]3[Ho]362[O]8[Ho]%10([O]51)([O]7%11)[O]43,[O-]C(=O)[C]1N=CC=NC1=O,0,0
[Cu].[O-]C(=O)[C]1N=CC=NC1=O.[OH]12[Er]345[OH]6[Er]782[O]29%105[Er]5%111[OH]4[Er]149[OH]3[Er]362[OH]8[Er]%10([OH]51)([OH]7%11)[OH]43,1.079538166,2.5285317835,-3.9706933468742407,-4.997976565819479,5.24877,2.41392,[Cu].[OH]12[Er]345[OH]6[Er]782[O]29%105[Er]5%111[OH]4[Er]149[OH]3[Er]362[OH]8[Er]%10([OH]51)([OH]7%11)[OH]43,[O-]C(=O)[C]1N=CC=NC1=O,0,0
[C]#N.[Cr].[Mn],1.446115008,3.4309516068,-3.8591746796671766,-5.588585706664484,4.8706700000000005,1.18201,[Cr].[Mn],[C]#N,0,0
Cc1cnccn1.[Cu]O[Mo]123O[Mo]45[O]673[Mo]38([O]1[Mo]19([O]2[Mo]2%106[O]639[Mo](O1)(O2)O[Mo]16([O]8[Mo]7(O5)([O]%101)O[Cu])O[Cu])O[Cu])O4,0.83356795,0.6232755613000001,-2.861040829133536,-6.774949303861951,3.91786,2.36957,[Cu]O[Mo]123O[Mo]45[O]673[Mo]38([O]1[Mo]19([O]2[Mo]2%106[O]639[Mo](O1)(O2)O[Mo]16([O]8[Mo]7(O5)([O]%101)O[Cu])O[Cu])O[Cu])O4,Cc1cnccn1,0,0
[Mo].[Ni].[O].n1ccc(cc1)c1cccnc1,4.630232121,4.1652693987000005,-1.6117317942044287,-4.617701928291237,4.89575,1.29414,[Mo].[Ni].[O],n1ccc(cc1)c1cccnc1,1,0
[Cs].[Fe].[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Fe]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],2.701749711,4.47011957,-3.2844203000449275,-4.225080312557171,5.38504,1.22232,[Cs].[Fe],[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Fe]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],1,0
[O-]C(=O)c1nc(C(=O)[O-])c(nc1C(=O)[O-])C(=O)[O-].[Yb],4.845309246,2.1836652554,-1.6571649352713411,-6.080010845492703,4.77323,1.7966700000000002,[Yb],[O-]C(=O)c1nc(C(=O)[O-])c(nc1C(=O)[O-])C(=O)[O-],1,0
[Lu].[O-]C(=O)c1nc(C(=O)[O-])c(nc1C(=O)[O-])C(=O)[O-],2.123678745,2.5216573004,-3.4968782914444425,-5.931109445742066,4.847169999999999,1.7320099999999998,[Lu],[O-]C(=O)c1nc(C(=O)[O-])c(nc1C(=O)[O-])C(=O)[O-],0,0
[Er].[O-]C(=O)c1nc(C(=O)[O-])c(nc1C(=O)[O-])C(=O)[O-],4.445519551,1.7987277752000002,-2.365192348367406,-6.225021978062074,4.77594,1.7574599999999998,[Er],[O-]C(=O)c1nc(C(=O)[O-])c(nc1C(=O)[O-])C(=O)[O-],1,0
C[C]1NN=C(N1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1ccccc1.[Co].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])n1c(C)nnc1c1ccccc1.n1ccc(cc1)c1ccncc1,0.912764259,1.0716420888,-3.4008453636566065,-5.072687649436428,3.99032,1.40234,[Co],C[C]1NN=C(N1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1ccccc1.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])n1c(C)nnc1c1ccccc1.n1ccc(cc1)c1ccncc1,0,0
[Cd].[O-]C(=O)CCC(=O)[O-],0.173060027,4.6776362497,-4.9515892740897325,-5.744872283856831,4.02254,1.39757,[Cd],[O-]C(=O)CCC(=O)[O-],0,0
[Cd].[S]C#N,0.171756508,3.0491594918,-4.922385035087906,-5.6149302236680665,4.37483,1.62011,[Cd],[S]C#N,0,0
[Cu][Cu].[O-]C(=O)c1oc(cc(=O)c1)C(=O)[O-],1.207617233,6.3958049087,-4.0415598772824985,-4.765837180609284,4.932119999999999,1.32119,[Cu][Cu],[O-]C(=O)c1oc(cc(=O)c1)C(=O)[O-],0,0
[Cd].[S]C#N.n1ccc(cc1)c1nnc(o1)c1ccncc1,0.785464718,2.5980462297,-4.116311883521357,-4.694220996596432,5.09262,1.51761,[Cd],[S]C#N.n1ccc(cc1)c1nnc(o1)c1ccncc1,0,0
[Eu].[O-]C(=O)c1cccc(c1)C(=O)[O-].[O-]C=O,1.016759495,2.0488674054,-3.589071000897309,-4.329599201965741,4.62036,1.89246,[Eu],[O-]C(=O)c1cccc(c1)C(=O)[O-].[O-]C=O,0,0
[Mn].[O-]C(=O)c1cc(OCOc2cc(cc(c2)C(=O)O)C(=O)[O-])cc(c1)C(=O)[O-],2.245088237,3.6745008336,-3.0393922486567235,-5.21380812779195,3.85934,1.41324,[Mn],[O-]C(=O)c1cc(OCOc2cc(cc(c2)C(=O)O)C(=O)[O-])cc(c1)C(=O)[O-],0,0
[Co][O]1[Co][O]([Co]1)[Co].[O-]C(=O)c1cc(OCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],2.87732209,6.8107912088,-3.5580300813814967,-4.8355489928562045,4.46683,1.21484,[Co][O]1[Co][O]([Co]1)[Co],[O-]C(=O)c1cc(OCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],1,0
[O-]C(=O)c1cc(OCCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],5.636195673,9.3654604662,-2.8023693899766515,-4.927408243855743,7.159389999999999,0.989707,[Zn],[O-]C(=O)c1cc(OCCOc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],1,1
[Co].[La].[O-]C(=O)C(C[S])N,0.377835468,1.8968574647,-4.544833728654759,-4.924398299055448,4.88745,1.6249,[Co].[La],[O-]C(=O)C(C[S])N,0,0
[Co].[O-]C(=O)C(C[S])N.[Yb],2.299809257,3.0089633193000003,-3.5056130092665483,-5.090149370874051,4.86939,1.44888,[Co].[Yb],[O-]C(=O)C(C[S])N,0,0
[C]#N.[C][N].[Cu],0.040426809,9.2792308833,-5.574187098826977,-5.810198184030549,19.23413,0.420332,[Cu],[C]#N.[C][N],0,1
[Nd].[O-]C(=O)CCCC(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-],4.629762325,6.981288164,-1.5496092300627136,-5.196941170202248,7.09242,1.15967,[Nd],[O-]C(=O)CCCC(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-],1,0
[C]#N.[Cu].[W],0.954697897,5.1622559544,-4.200168905990658,-5.144442080585449,5.75366,1.11983,[Cu].[W],[C]#N,0,0
O1O[P]231(OO3)OO2.[Cu],0.731361394,1.3653493825,-4.128212888678807,-5.013878851332512,7.01875,2.47032,O1O[P]231(OO3)OO2.[Cu],,0,0
[Co][O]([Co])[Co].[O-]C(=O)c1ccc(cc1)n1cnnc1.n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,0.543342695,12.5398120704,-4.4580901691554375,-4.843275228115237,10.2017,0.7740119999999999,[Co][O]([Co])[Co],[O-]C(=O)c1ccc(cc1)n1cnnc1.n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,0,1
[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)N1CCN(CC1)c1ccncc1,1.576021594,2.2482360436,-3.3549670014698454,-4.155271888222141,5.01926,1.35653,[Zn],[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)N1CCN(CC1)c1ccncc1,0,0
[Nd].[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],2.486059784,7.1673854115,-2.0048823188660254,-4.631107199638143,6.98994,1.13705,[Nd],[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],0,0
[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Sm],2.3844818,7.1460334333,-2.5293837310141054,-4.623034541450188,7.036580000000001,1.1542,[Sm],[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],0,0
[Eu].[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],2.342626674,7.0511600129,-2.760025198883062,-4.611738899459112,6.96134,1.1665299999999998,[Eu],[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],0,0
[Gd].[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],1.766209043,7.105783784700001,-3.600587625931217,-4.626280886133336,7.0082,1.16844,[Gd],[O-]C(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],0,0
[O-]C(=O)[C][C]C(=O)[O-].[Sn],0.123181248,7.549509194500001,-5.086836487143324,-5.516678067415457,6.29903,0.668836,[Sn],[O-]C(=O)[C][C]C(=O)[O-],0,0
Cl[Cu].[Cu].[Mn].[O-]C(=O)C(C(=O)[O-])([O])[O],0.046710122,7.686512660599999,-5.506265984350527,-5.8378599397625575,10.77132,0.7892929999999999,Cl[Cu].[Cu].[Mn],[O-]C(=O)C(C(=O)[O-])([O])[O],0,0
[Cd].[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)N(=O)=O)c1c(cc(cc1N(=O)=O)C(=O)[O-])C(=O)[O-],1.427278067,2.5481140844,-2.62548627302219,-5.391879568595754,4.56996,1.58485,[Cd],[O-]C(=O)c1cc(C(=O)[O-])c(c(c1)N(=O)=O)c1c(cc(cc1N(=O)=O)C(=O)[O-])C(=O)[O-],0,0
[Mn].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],1.973097555,9.9755234311,-3.922635728994496,-5.074842672824102,10.57455,0.8231790000000001,[Mn],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,1
[Co].[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0.431910519,15.3516618583,-4.531442958947798,-5.021419166817662,13.66711,0.6289020000000001,[Co].[Cu][Cu],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],0,1
[Fe].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,2.51553416,6.1635783546,-3.4233638443391987,-3.9706527532935647,7.248769999999999,1.0306,[Fe],n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,0,0
[Co].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,2.692697502,6.0492261862,-3.3320961753507565,-3.9044227080574094,7.2141,1.05667,[Co],n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,1,0
[Ag]1[Ag][Ag][Ag]1.[C]#N.[Fe],0.354540675,0.2199688151,-4.456791467851993,-7.359854600403772,3.80006,2.09728,[Ag]1[Ag][Ag][Ag]1.[Fe],[C]#N,0,0
[Mn].[O-]C(=O)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c([O])c1c(c2[O])cc(cc1)C(=O)[O-],3.716469061,5.328457795199999,-2.3990009821225184,-4.837486373654643,4.61528,1.18566,[Mn],[O-]C(=O)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c([O])c1c(c2[O])cc(cc1)C(=O)[O-],1,0
O=C1c2ccc(cc2C(=O)c2c1cc(cc2)C(=O)[O-])C(=O)[O-].[Mn].[O-]C(=O)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C(=O)[O-],1.847123487,9.9390782157,-3.3433068483545427,-5.139946624444391,7.9794,0.893496,[Mn],O=C1c2ccc(cc2C(=O)c2c1cc(cc2)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C(=O)[O-],0,1
[N]CCCC[N].[O][Si](O[Si]([O])([O])[O])([O])[O].[V].[V]1[O]2[V][O]1[V][O]1[V][O]([V]1)[V][O]1[V][O]([V][O]3[V][O]([V]2)[V]3)[V]1,7.41007817,5.2513317088,-0.1976156043789593,-4.959492598017665,6.90717,1.43379,[O][Si](O[Si]([O])([O])[O])([O])[O].[V].[V]1[O]2[V][O]1[V][O]1[V][O]([V]1)[V][O]1[V][O]([V][O]3[V][O]([V]2)[V]3)[V]1,[N]CCCC[N],1,0
[O-]C(=O)c1cccc(c1)[Si](c1cccc(c1)C(=O)[O-])(c1cccc(c1)C(=O)[O-])c1cccc(c1)C(=O)[O-].[Zn]O[Zn].c1ncn(c1)c1ccc(cc1)n1cncc1,2.113986303,3.8460610638,-3.4345666109653883,-4.199947928643098,4.86136,1.25674,[Zn]O[Zn],[O-]C(=O)c1cccc(c1)[Si](c1cccc(c1)C(=O)[O-])(c1cccc(c1)C(=O)[O-])c1cccc(c1)C(=O)[O-].c1ncn(c1)c1ccc(cc1)n1cncc1,0,0
[O-]C(=O)COc1cc(OCC(=O)[O-])c2cc1C(c1ccc(cc1)C)c1cc(c(cc1OCC(=O)[O-])OCC(=O)[O-])[C](c1ccc(cc1)C)c1cc(C(c3cc([C]2c2ccc(cc2)C)c(OCC(=O)[O-])cc3OCC(=O)[O-])c2ccc(cc2)C)c(cc1OCC(=O)[O-])OCC(=O)[O-].[Zn],2.290984638,5.2830564604,-3.3102579506385017,-4.571351810472669,5.27643,1.04387,[Zn],[O-]C(=O)COc1cc(OCC(=O)[O-])c2cc1C(c1ccc(cc1)C)c1cc(c(cc1OCC(=O)[O-])OCC(=O)[O-])[C](c1ccc(cc1)C)c1cc(C(c3cc([C]2c2ccc(cc2)C)c(OCC(=O)[O-])cc3OCC(=O)[O-])c2ccc(cc2)C)c(cc1OCC(=O)[O-])OCC(=O)[O-],0,0
[Co].[O-]C(=O)COc1cc(OCC(=O)[O-])c2cc1C(c1ccc(cc1)C)c1cc(c(cc1OCC(=O)[O-])OCC(=O)[O-])C(c1ccc(cc1)C)c1cc(C(c3cc(C2c2ccc(cc2)C)c(OCC(=O)[O-])cc3OCC(=O)[O-])c2ccc(cc2)C)c(cc1OCC(=O)[O-])OCC(=O)[O-],2.137181456,5.3547327524,-3.373117872597692,-4.628837896811155,5.27064,1.02909,[Co],[O-]C(=O)COc1cc(OCC(=O)[O-])c2cc1C(c1ccc(cc1)C)c1cc(c(cc1OCC(=O)[O-])OCC(=O)[O-])C(c1ccc(cc1)C)c1cc(C(c3cc(C2c2ccc(cc2)C)c(OCC(=O)[O-])cc3OCC(=O)[O-])c2ccc(cc2)C)c(cc1OCC(=O)[O-])OCC(=O)[O-],0,0
[C]#N.[Co].[Cr].n1ccc(cc1)C=Cc1ccncc1,1.708670152,10.9683230834,-3.920619747916904,-5.532782713288771,8.38485,0.6478419999999999,[Co].[Cr],[C]#N.n1ccc(cc1)C=Cc1ccncc1,0,1
[CH2]C[C]CC[C](C(=O)[O-])NCc1ccccc1[O].[Cu],1.274422754,3.3656869946,-3.5596546075970936,-4.114633690609849,6.13177,1.30509,[Cu],[CH2]C[C]CC[C](C(=O)[O-])NCc1ccccc1[O],0,0
Oc1ccc2c(c1c1c(O)ccc3c1cccc3C(=O)[O-])cccc2C(=O)[O-].[Zn],1.542734085,1.6108415944,-3.199589509876052,-3.8180649912608886,5.06694,1.29475,[Zn],Oc1ccc2c(c1c1c(O)ccc3c1cccc3C(=O)[O-])cccc2C(=O)[O-],0,0
O[Co]O.[Co].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[n-]1[nH]cc(c1)Cc1c[nH][n-]c1,1.737386188,3.949244393,-3.5052208609635334,-4.116537307135558,5.00183,1.2693,O[Co]O.[Co],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[n-]1[nH]cc(c1)Cc1c[nH][n-]c1,0,0
[Cd].[O-]C(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-],2.663199676,1.9770070447,-2.3402216176373454,-5.377389177961825,4.16035,1.93416,[Cd],[O-]C(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-],1,0
[Gd].[O-]C(=O)c1c(cccc1C(=O)[O-])Oc1cccc(c1)C(=O)[O-],1.714419257,0.9983268207,-2.750002298142108,-5.914334883888363,3.81421,1.8271,[Gd],[O-]C(=O)c1c(cccc1C(=O)[O-])Oc1cccc(c1)C(=O)[O-],0,0
NC1=NN=N[N]1.[Zn],0.639980086,7.134041186799999,-4.349237046594507,-4.893958767967813,5.14269,1.14921,[Zn],NC1=NN=N[N]1,0,0
[Cd][OH]([Cd])[Cd].[O-]C(=O)c1ccncc1,3.488565495,6.7075594013,-2.887904655122301,-4.691414245710917,5.68466,1.23934,[Cd][OH]([Cd])[Cd],[O-]C(=O)c1ccncc1,1,0
[Mn][O]([Mn])[Mn].[O-]C(=O)c1ccncc1,4.527049945,7.317094045399999,-2.3788704749324543,-4.680017904080294,5.4185300000000005,1.04463,[Mn][O]([Mn])[Mn],[O-]C(=O)c1ccncc1,1,0
[Ag][Ag].[Ag][Ag]12[Ag][Ag]2([Ag]1)[Ag].[O-]C(=O)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])C(=O)[O-],2.680712072,3.0408775367,-2.682854245601721,-4.7946169730822055,4.34972,1.96709,[Ag][Ag].[Ag][Ag]12[Ag][Ag]2([Ag]1)[Ag],[O-]C(=O)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])C(=O)[O-],1,0
I[Zn]I.n1ccc(cc1)[C]1NC(=NC(=N1)c1ccncc1)c1ccncc1,0.245928646,5.3009751859,-4.792403328746335,-5.293436679904668,8.31991,1.33036,I[Zn]I,n1ccc(cc1)[C]1NC(=NC(=N1)c1ccncc1)c1ccncc1,0,0
NC1=NN=N[N]1.[O-]C(=O)c1ccccc1c1ccccc1C(=O)[O-].[Zn],1.501381627,5.3211022217,-3.903548844284147,-4.494459332430184,6.2978,1.16372,[Zn],NC1=NN=N[N]1.[O-]C(=O)c1ccccc1c1ccccc1C(=O)[O-],0,0
[Eu].[Eu]O[Eu].[O-]C(=O)c1ccc(s1)C(=O)[O-],2.87681631,3.5992624679,-1.7649768405047763,-4.82182335165841,6.19405,1.6427200000000002,[Eu].[Eu]O[Eu],[O-]C(=O)c1ccc(s1)C(=O)[O-],1,0
[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[Zn][OH]([Zn][OH]([Zn])[Zn])[Zn],3.092758257,4.0819152378,-2.523416155156597,-4.75586147960844,5.93545,1.61863,[Zn][OH]([Zn][OH]([Zn])[Zn])[Zn],[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],1,0
COc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],0.328077612,20.1272364099,-4.662261282766133,-5.009535493311078,11.72616,0.505624,[Cu][Cu],COc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-],0,1
